stock_name,ticker,screener_url,market_cap,sector,industry
KRBL,KRBL,https://www.screener.in/company/KRBL/consolidated/,7462.94,Fast Moving Consumer Goods,Other Agricultural Products
Guj. Ambuja Exp,GAEL,https://www.screener.in/company/GAEL/consolidated/,7000.46,Fast Moving Consumer Goods,Other Agricultural Products
Orkla India,ORKLAINDIA,https://www.screener.in/company/ORKLAINDIA/consolidated/,8530.92,Fast Moving Consumer Goods,Other Food Products
Triven.Engg.Ind.,TRIVENI,https://www.screener.in/company/TRIVENI/consolidated/,8370.77,Fast Moving Consumer Goods,Sugar
Sh.Renuka Sugar,RENUKA,https://www.screener.in/company/RENUKA/consolidated/,5859.73,Fast Moving Consumer Goods,Sugar
Jyothy Labs,JYOTHYLAB,https://www.screener.in/company/JYOTHYLAB/,8130.15,Fast Moving Consumer Goods,Household Products
Maruti Suzuki,MARUTI,https://www.screener.in/company/MARUTI/consolidated/,427224.38,Automobile and Auto Components,Passenger Cars & Utility Vehicles
M & M,M&M,https://www.screener.in/company/M&M/consolidated/,393727.12,Automobile and Auto Components,Passenger Cars & Utility Vehicles
Hyundai Motor I,HYUNDAI,https://www.screener.in/company/HYUNDAI/,143625.13,Automobile and Auto Components,Passenger Cars & Utility Vehicles
Tata Motors PVeh,TMPV,https://www.screener.in/company/TMPV/consolidated/,122605.36,Automobile and Auto Components,Passenger Cars & Utility Vehicles
Force Motors,FORCEMOT,https://www.screener.in/company/FORCEMOT/consolidated/,29200.54,Automobile and Auto Components,Passenger Cars & Utility Vehicles
Olectra Greentec,OLECTRA,https://www.screener.in/company/OLECTRA/consolidated/,9292.64,Automobile and Auto Components,Passenger Cars & Utility Vehicles
Bajaj Auto,BAJAJ-AUTO,https://www.screener.in/company/BAJAJ-AUTO/consolidated/,266047.81,Automobile and Auto Components,2/3 Wheelers
Eicher Motors,EICHERMOT,https://www.screener.in/company/EICHERMOT/consolidated/,196008.36,Automobile and Auto Components,2/3 Wheelers
TVS Motor Co.,TVSMOTOR,https://www.screener.in/company/TVSMOTOR/consolidated/,177239.7,Automobile and Auto Components,2/3 Wheelers
Hero Motocorp,HEROMOTOCO,https://www.screener.in/company/HEROMOTOCO/consolidated/,105758.44,Automobile and Auto Components,2/3 Wheelers
Ather Energy,ATHERENERG,https://www.screener.in/company/ATHERENERG/,31382.66,Automobile and Auto Components,2/3 Wheelers
Ola Electric,OLAELEC,https://www.screener.in/company/OLAELEC/consolidated/,16009.55,Automobile and Auto Components,2/3 Wheelers
Samvardh. Mothe.,MOTHERSON,https://www.screener.in/company/MOTHERSON/consolidated/,123444.14,Automobile and Auto Components,Auto Components & Equipments
Bosch,BOSCHLTD,https://www.screener.in/company/BOSCHLTD/,108426.09,Automobile and Auto Components,Auto Components & Equipments
Bharat Forge,BHARATFORG,https://www.screener.in/company/BHARATFORG/consolidated/,83196.1,Automobile and Auto Components,Auto Components & Equipments
Uno Minda,UNOMINDA,https://www.screener.in/company/UNOMINDA/consolidated/,60853.04,Automobile and Auto Components,Auto Components & Equipments
Schaeffler India,SCHAEFFLER,https://www.screener.in/company/SCHAEFFLER/,60132.99,Automobile and Auto Components,Auto Components & Equipments
Tube Investments,TIINDIA,https://www.screener.in/company/TIINDIA/consolidated/,53023.47,Automobile and Auto Components,Auto Components & Equipments
Endurance Tech.,ENDURANCE,https://www.screener.in/company/ENDURANCE/consolidated/,33474.97,Automobile and Auto Components,Auto Components & Equipments
Sona BLW Precis.,SONACOMS,https://www.screener.in/company/SONACOMS/consolidated/,32516.56,Automobile and Auto Components,Auto Components & Equipments
ZF Commercial,ZFCVINDIA,https://www.screener.in/company/ZFCVINDIA/,26973.95,Automobile and Auto Components,Auto Components & Equipments
Exide Inds.,EXIDEIND,https://www.screener.in/company/EXIDEIND/consolidated/,26426.81,Automobile and Auto Components,Auto Components & Equipments
Motherson Wiring,MSUMI,https://www.screener.in/company/MSUMI/,25578.35,Automobile and Auto Components,Auto Components & Equipments
Asahi India Glas,ASAHIINDIA,https://www.screener.in/company/ASAHIINDIA/consolidated/,21884.19,Automobile and Auto Components,Auto Components & Equipments
CIE Automotive,CIEINDIA,https://www.screener.in/company/CIEINDIA/consolidated/,18182.59,Automobile and Auto Components,Auto Components & Equipments
Belrise Industri,BELRISE,https://www.screener.in/company/BELRISE/consolidated/,18020.15,Automobile and Auto Components,Auto Components & Equipments
Craftsman Auto,CRAFTSMAN,https://www.screener.in/company/CRAFTSMAN/consolidated/,17708.21,Automobile and Auto Components,Auto Components & Equipments
JBM Auto,JBMA,https://www.screener.in/company/JBMA/consolidated/,14301.79,Automobile and Auto Components,Auto Components & Equipments
Shriram Pistons,SHRIPISTON,https://www.screener.in/company/SHRIPISTON/consolidated/,14184.03,Automobile and Auto Components,Auto Components & Equipments
Sansera Enginee.,SANSERA,https://www.screener.in/company/SANSERA/consolidated/,14044.68,Automobile and Auto Components,Auto Components & Equipments
Amara Raja Ener.,ARE&M,https://www.screener.in/company/ARE&M/,13546.62,Automobile and Auto Components,Auto Components & Equipments
Gabriel India,GABRIEL,https://www.screener.in/company/GABRIEL/,13029.25,Automobile and Auto Components,Auto Components & Equipments
Minda Corp,MINDACORP,https://www.screener.in/company/MINDACORP/consolidated/,12301.71,Automobile and Auto Components,Auto Components & Equipments
Lumax Auto Tech.,LUMAXTECH,https://www.screener.in/company/LUMAXTECH/consolidated/,11740.47,Automobile and Auto Components,Auto Components & Equipments
Ramkrishna Forg.,RKFORGE,https://www.screener.in/company/RKFORGE/consolidated/,9647.64,Automobile and Auto Components,Auto Components & Equipments
Banco Products,BANCOINDIA,https://www.screener.in/company/BANCOINDIA/consolidated/,8098.08,Automobile and Auto Components,Auto Components & Equipments
Varroc Engineer,VARROC,https://www.screener.in/company/VARROC/consolidated/,7634.73,Automobile and Auto Components,Auto Components & Equipments
Sedemac Mechatro,SEDEMAC,https://www.screener.in/company/SEDEMAC/,7205.21,Automobile and Auto Components,Auto Components & Equipments
Pricol Ltd,PRICOLLTD,https://www.screener.in/company/PRICOLLTD/consolidated/,6970.42,Automobile and Auto Components,Auto Components & Equipments
Suprajit Engg.,SUPRAJIT,https://www.screener.in/company/SUPRAJIT/consolidated/,5927.21,Automobile and Auto Components,Auto Components & Equipments
Fiem Industries,FIEMIND,https://www.screener.in/company/FIEMIND/consolidated/,5681.1,Automobile and Auto Components,Auto Components & Equipments
L G Balakrishnan,LGBBROSLTD,https://www.screener.in/company/LGBBROSLTD/consolidated/,5628.43,Automobile and Auto Components,Auto Components & Equipments
SJS Enterprises,SJS,https://www.screener.in/company/SJS/consolidated/,5555.31,Automobile and Auto Components,Auto Components & Equipments
MRF,MRF,https://www.screener.in/company/MRF/consolidated/,56835.08,Automobile and Auto Components,Tyres & Rubber Products
Balkrishna Inds,BALKRISIND,https://www.screener.in/company/BALKRISIND/consolidated/,42889.43,Automobile and Auto Components,Tyres & Rubber Products
Apollo Tyres,APOLLOTYRE,https://www.screener.in/company/APOLLOTYRE/consolidated/,27992.34,Automobile and Auto Components,Tyres & Rubber Products
CEAT,CEATLTD,https://www.screener.in/company/CEATLTD/consolidated/,14334.9,Automobile and Auto Components,Tyres & Rubber Products
JK Tyre & Indust,JKTYRE,https://www.screener.in/company/JKTYRE/consolidated/,12142.75,Automobile and Auto Components,Tyres & Rubber Products
Sun Pharma.Inds.,SUNPHARMA,https://www.screener.in/company/SUNPHARMA/consolidated/,412230.23,Healthcare,Pharmaceuticals
Divi's Lab.,DIVISLAB,https://www.screener.in/company/DIVISLAB/consolidated/,158040.32,Healthcare,Pharmaceuticals
Torrent Pharma.,TORNTPHARM,https://www.screener.in/company/TORNTPHARM/consolidated/,138631.54,Healthcare,Pharmaceuticals
Lupin,LUPIN,https://www.screener.in/company/LUPIN/consolidated/,104952.34,Healthcare,Pharmaceuticals
Dr Reddy's Labs,DRREDDY,https://www.screener.in/company/DRREDDY/consolidated/,101147.83,Healthcare,Pharmaceuticals
Cipla,CIPLA,https://www.screener.in/company/CIPLA/consolidated/,98913.04,Healthcare,Pharmaceuticals
Zydus Lifesci.,ZYDUSLIFE,https://www.screener.in/company/ZYDUSLIFE/consolidated/,90787.46,Healthcare,Pharmaceuticals
Mankind Pharma,MANKIND,https://www.screener.in/company/MANKIND/consolidated/,84790.74,Healthcare,Pharmaceuticals
Aurobindo Pharma,AUROPHARMA,https://www.screener.in/company/AUROPHARMA/consolidated/,77885.63,Healthcare,Pharmaceuticals
Alkem Lab,ALKEM,https://www.screener.in/company/ALKEM/consolidated/,64203.21,Healthcare,Pharmaceuticals
Glenmark Pharma.,GLENMARK,https://www.screener.in/company/GLENMARK/consolidated/,61188.25,Healthcare,Pharmaceuticals
Laurus Labs,LAURUSLABS,https://www.screener.in/company/LAURUSLABS/consolidated/,58482.65,Healthcare,Pharmaceuticals
Biocon,BIOCON,https://www.screener.in/company/BIOCON/consolidated/,56002.76,Healthcare,Pharmaceuticals
Abbott India,ABBOTINDIA,https://www.screener.in/company/ABBOTINDIA/,54775.51,Healthcare,Pharmaceuticals
Glaxosmi. Pharma,GLAXO,https://www.screener.in/company/GLAXO/consolidated/,39967.1,Healthcare,Pharmaceuticals
Ipca Labs.,IPCALAB,https://www.screener.in/company/IPCALAB/consolidated/,36769.31,Healthcare,Pharmaceuticals
Ajanta Pharma,AJANTPHARM,https://www.screener.in/company/AJANTPHARM/consolidated/,34360.28,Healthcare,Pharmaceuticals
J B Chemicals &,JBCHEPHARM,https://www.screener.in/company/JBCHEPHARM/consolidated/,31586.12,Healthcare,Pharmaceuticals
Emcure Pharma,EMCURE,https://www.screener.in/company/EMCURE/consolidated/,30444.73,Healthcare,Pharmaceuticals
Gland Pharma,GLAND,https://www.screener.in/company/GLAND/consolidated/,28805.88,Healthcare,Pharmaceuticals
Wockhardt,WOCKPHARMA,https://www.screener.in/company/WOCKPHARMA/consolidated/,22282.96,Healthcare,Pharmaceuticals
Pfizer,PFIZER,https://www.screener.in/company/PFIZER/,21755.3,Healthcare,Pharmaceuticals
Sai Life,SAILIFE,https://www.screener.in/company/SAILIFE/consolidated/,20734.36,Healthcare,Pharmaceuticals
Natco Pharma,NATCOPHARM,https://www.screener.in/company/NATCOPHARM/consolidated/,20141.97,Healthcare,Pharmaceuticals
Piramal Pharma,PPLPHARMA,https://www.screener.in/company/PPLPHARMA/consolidated/,18984.44,Healthcare,Pharmaceuticals
Acutaas Chemical,ACUTAAS,https://www.screener.in/company/ACUTAAS/consolidated/,18969.07,Healthcare,Pharmaceuticals
ERIS Lifescience,ERIS,https://www.screener.in/company/ERIS/consolidated/,18900.04,Healthcare,Pharmaceuticals
OneSource Speci.,ONESOURCE,https://www.screener.in/company/ONESOURCE/consolidated/,15788.42,Healthcare,Pharmaceuticals
Granules India,GRANULES,https://www.screener.in/company/GRANULES/consolidated/,15396.51,Healthcare,Pharmaceuticals
Alembic Pharma,APLLTD,https://www.screener.in/company/APLLTD/consolidated/,14086.64,Healthcare,Pharmaceuticals
Jubilant Pharmo,JUBLPHARMA,https://www.screener.in/company/JUBLPHARMA/consolidated/,14002.47,Healthcare,Pharmaceuticals
Alivus Life,ALIVUS,https://www.screener.in/company/ALIVUS/,12808.14,Healthcare,Pharmaceuticals
Caplin Point Lab,CAPLIPOINT,https://www.screener.in/company/CAPLIPOINT/consolidated/,12633.52,Healthcare,Pharmaceuticals
Cohance Life,COHANCE,https://www.screener.in/company/COHANCE/consolidated/,12127.51,Healthcare,Pharmaceuticals
Corona Remedies,CORONA,https://www.screener.in/company/CORONA/,9586.82,Healthcare,Pharmaceuticals
Strides Pharma,STAR,https://www.screener.in/company/STAR/consolidated/,9157.07,Healthcare,Pharmaceuticals
Viyash Scientific,VIYASH,https://www.screener.in/company/VIYASH/consolidated/,8952.74,Healthcare,Pharmaceuticals
Shilpa Medicare,SHILPAMED,https://www.screener.in/company/SHILPAMED/consolidated/,8216.25,Healthcare,Pharmaceuticals
Jeena Sikho,JSLL,https://www.screener.in/company/JSLL/,8086.42,Healthcare,Pharmaceuticals
Sanofi India,SANOFI,https://www.screener.in/company/SANOFI/,7970.85,Healthcare,Pharmaceuticals
Marksans Pharma,MARKSANS,https://www.screener.in/company/MARKSANS/consolidated/,7927.19,Healthcare,Pharmaceuticals
Akums Drugs,AKUMS,https://www.screener.in/company/AKUMS/consolidated/,7703.99,Healthcare,Pharmaceuticals
Sudeep Pharma,SUDEEPPHRM,https://www.screener.in/company/SUDEEPPHRM/consolidated/,6929.95,Healthcare,Pharmaceuticals
Blue Jet Health,BLUEJET,https://www.screener.in/company/BLUEJET/,6417.34,Healthcare,Pharmaceuticals
Aarti Pharma,AARTIPHARM,https://www.screener.in/company/AARTIPHARM/consolidated/,6185.92,Healthcare,Pharmaceuticals
FDC,FDC,https://www.screener.in/company/FDC/consolidated/,5534.91,Healthcare,Pharmaceuticals
Supriya Lifesci.,SUPRIYA,https://www.screener.in/company/SUPRIYA/,5066.7,Healthcare,Pharmaceuticals
Apollo Hospitals,APOLLOHOSP,https://www.screener.in/company/APOLLOHOSP/consolidated/,107587.02,Healthcare,Hospital
Max Healthcare,MAXHEALTH,https://www.screener.in/company/MAXHEALTH/consolidated/,93004.19,Healthcare,Hospital
Fortis Health.,FORTIS,https://www.screener.in/company/FORTIS/consolidated/,64198.13,Healthcare,Hospital
Narayana Hrudaya,NH,https://www.screener.in/company/NH/consolidated/,35309.41,Healthcare,Hospital
Aster DM Health.,ASTERDM,https://www.screener.in/company/ASTERDM/consolidated/,34618.27,Healthcare,Hospital
Global Health,MEDANTA,https://www.screener.in/company/MEDANTA/consolidated/,28236.41,Healthcare,Hospital
Krishna Institu.,KIMS,https://www.screener.in/company/KIMS/consolidated/,26487.2,Healthcare,Hospital
Dr Agarwal's Hea,AGARWALEYE,https://www.screener.in/company/AGARWALEYE/consolidated/,13753.54,Healthcare,Hospital
Rainbow Child.,RAINBOW,https://www.screener.in/company/RAINBOW/consolidated/,12736.01,Healthcare,Hospital
Park Medi World,PARKHOSPS,https://www.screener.in/company/PARKHOSPS/consolidated/,8845.96,Healthcare,Hospital
Health.Global,HCG,https://www.screener.in/company/HCG/consolidated/,8166.59,Healthcare,Hospital
Jupiter Life Lin,JLHL,https://www.screener.in/company/JLHL/consolidated/,8122.33,Healthcare,Hospital
Yatharth Hospit.,YATHARTH,https://www.screener.in/company/YATHARTH/consolidated/,6788.64,Healthcare,Hospital
Dr Lal Pathlabs,LALPATHLAB,https://www.screener.in/company/LALPATHLAB/consolidated/,23400.2,Healthcare,Healthcare Service Provider
Thyrocare Tech.,THYROCARE,https://www.screener.in/company/THYROCARE/consolidated/,6250.4,Healthcare,Healthcare Service Provider
Nephrocare Health Services,NEPHROPLUS,https://www.screener.in/company/NEPHROPLUS/consolidated/,5528.64,Healthcare,Healthcare Service Provider
Syngene Intl.,SYNGENE,https://www.screener.in/company/SYNGENE/consolidated/,15835.58,Healthcare,"Healthcare Research, Analytics & Technology"
Indegene,INDGN,https://www.screener.in/company/INDGN/consolidated/,11813.57,Healthcare,"Healthcare Research, Analytics & Technology"
Poly Medicure,POLYMED,https://www.screener.in/company/POLYMED/consolidated/,14601.34,Healthcare,Medical Equipment & Supplies
Titan Company,TITAN,https://www.screener.in/company/TITAN/consolidated/,394176.85,Consumer Durables,"Gems, Jewellery And Watches"
Kalyan Jewellers,KALYANKJIL,https://www.screener.in/company/KALYANKJIL/consolidated/,46086.06,Consumer Durables,"Gems, Jewellery And Watches"
Thangamayil Jew.,THANGAMAYL,https://www.screener.in/company/THANGAMAYL/,12713.17,Consumer Durables,"Gems, Jewellery And Watches"
P N Gadgil Jewe.,PNGJL,https://www.screener.in/company/PNGJL/consolidated/,8406.5,Consumer Durables,"Gems, Jewellery And Watches"
PC Jeweller,PCJEWELLER,https://www.screener.in/company/PCJEWELLER/consolidated/,7707.27,Consumer Durables,"Gems, Jewellery And Watches"
Bluestone Jewel,BLUESTONE,https://www.screener.in/company/BLUESTONE/,7465.09,Consumer Durables,"Gems, Jewellery And Watches"
Ethos,ETHOSLTD,https://www.screener.in/company/ETHOSLTD/consolidated/,6469.75,Consumer Durables,"Gems, Jewellery And Watches"
Sky Gold & Diam.,SKYGOLD,https://www.screener.in/company/SKYGOLD/consolidated/,5870.56,Consumer Durables,"Gems, Jewellery And Watches"
Senco Gold,SENCO,https://www.screener.in/company/SENCO/,5313.7,Consumer Durables,"Gems, Jewellery And Watches"
Asian Paints,ASIANPAINT,https://www.screener.in/company/ASIANPAINT/consolidated/,217442.3,Consumer Durables,Paints
Berger Paints,BERGEPAINT,https://www.screener.in/company/BERGEPAINT/consolidated/,50657.17,Consumer Durables,Paints
Akzo Nobel,AKZOINDIA,https://www.screener.in/company/AKZOINDIA/,13575.57,Consumer Durables,Paints
LG Electronics,LGEINDIA,https://www.screener.in/company/LGEINDIA/,97098.39,Consumer Durables,Household Appliances
Blue Star,BLUESTARCO,https://www.screener.in/company/BLUESTARCO/consolidated/,34048.94,Consumer Durables,Household Appliances
Amber Enterp.,AMBER,https://www.screener.in/company/AMBER/consolidated/,24252.08,Consumer Durables,Household Appliances
Crompton Gr. Con,CROMPTON,https://www.screener.in/company/CROMPTON/consolidated/,15312.52,Consumer Durables,Household Appliances
V-Guard Industri,VGUARD,https://www.screener.in/company/VGUARD/,14329.3,Consumer Durables,Household Appliances
Whirlpool India,WHIRLPOOL,https://www.screener.in/company/WHIRLPOOL/consolidated/,10456.06,Consumer Durables,Household Appliances
Eureka Forbes,EUREKAFORB,https://www.screener.in/company/EUREKAFORB/,9231.77,Consumer Durables,Household Appliances
TTK Prestige,TTKPRESTIG,https://www.screener.in/company/TTKPRESTIG/consolidated/,6449.66,Consumer Durables,Household Appliances
Havells India,HAVELLS,https://www.screener.in/company/HAVELLS/consolidated/,78814.57,Consumer Durables,Consumer Electronics
Dixon Technolog.,DIXON,https://www.screener.in/company/DIXON/consolidated/,64546.8,Consumer Durables,Consumer Electronics
PG Electroplast,PGEL,https://www.screener.in/company/PGEL/consolidated/,13692.16,Consumer Durables,Consumer Electronics
Metro Brands,METROBRAND,https://www.screener.in/company/METROBRAND/consolidated/,27153.71,Consumer Durables,Footwear
Bata India,BATAINDIA,https://www.screener.in/company/BATAINDIA/consolidated/,9016.84,Consumer Durables,Footwear
Campus Activewe.,CAMPUS,https://www.screener.in/company/CAMPUS/,7258.8,Consumer Durables,Footwear
Relaxo Footwear,RELAXO,https://www.screener.in/company/RELAXO/,7005.91,Consumer Durables,Footwear
Redtape,REDTAPE,https://www.screener.in/company/REDTAPE/consolidated/,6746.86,Consumer Durables,Footwear
Century Plyboard,CENTURYPLY,https://www.screener.in/company/CENTURYPLY/consolidated/,16362.95,Consumer Durables,Plywood Boards/ Laminates
Greenlam Industr,GREENLAM,https://www.screener.in/company/GREENLAM/consolidated/,5619.09,Consumer Durables,Plywood Boards/ Laminates
Cello World,CELLO,https://www.screener.in/company/CELLO/consolidated/,9147.15,Consumer Durables,Houseware
Safari Inds.,SAFARI,https://www.screener.in/company/SAFARI/consolidated/,7650.88,Consumer Durables,Plastic Products - Consumer
Cera Sanitary.,CERA,https://www.screener.in/company/CERA/,6494.74,Consumer Durables,Sanitary Ware
NTPC,NTPC,https://www.screener.in/company/NTPC/consolidated/,367066.15,Power,Power Generation
Adani Green,ADANIGREEN,https://www.screener.in/company/ADANIGREEN/consolidated/,172039.07,Power,Power Generation
JSW Energy,JSWENERGY,https://www.screener.in/company/JSWENERGY/consolidated/,85983.64,Power,Power Generation
NTPC Green Ene.,NTPCGREEN,https://www.screener.in/company/NTPCGREEN/consolidated/,81228.15,Power,Power Generation
NHPC Ltd,NHPC,https://www.screener.in/company/NHPC/consolidated/,77487.57,Power,Power Generation
Nava,NAVA,https://www.screener.in/company/NAVA/consolidated/,16799.84,Power,Power Generation
ACME Solar Hold.,ACMESOLAR,https://www.screener.in/company/ACMESOLAR/consolidated/,16527.92,Power,Power Generation
JP Power Ven.,JPPOWER,https://www.screener.in/company/JPPOWER/consolidated/,11520.67,Power,Power Generation
Reliance Power,RPOWER,https://www.screener.in/company/RPOWER/consolidated/,10174.05,Power,Power Generation
Clean Max Enviro,CLEANMAX,https://www.screener.in/company/CLEANMAX/consolidated/,10053.57,Power,Power Generation
KPI Green Energy,KPIGREEN,https://www.screener.in/company/KPIGREEN/consolidated/,7978.48,Power,Power Generation
GMR Urban,GMRP&UI,https://www.screener.in/company/GMRP&UI/consolidated/,7956.07,Power,Power Generation
Inox Green,INOXGREEN,https://www.screener.in/company/INOXGREEN/consolidated/,6091.11,Power,Power Generation
Adani Power,ADANIPOWER,https://www.screener.in/company/ADANIPOWER/consolidated/,332549.2,Power,Integrated Power Utilities
Tata Power Co.,TATAPOWER,https://www.screener.in/company/TATAPOWER/consolidated/,126136.03,Power,Integrated Power Utilities
Torrent Power,TORNTPOWER,https://www.screener.in/company/TORNTPOWER/consolidated/,72874.52,Power,Integrated Power Utilities
CESC,CESC,https://www.screener.in/company/CESC/consolidated/,20769.08,Power,Integrated Power Utilities
Power Grid Corpn,POWERGRID,https://www.screener.in/company/POWERGRID/consolidated/,277251.0,Power,Power - Transmission
Powergrid Infra.,PGINVIT,https://www.screener.in/company/PGINVIT/consolidated/,8386.55,Power,Power - Transmission
Adani Energy Sol,ADANIENSOL,https://www.screener.in/company/ADANIENSOL/consolidated/,129588.37,Power,Power Distribution
UltraTech Cem.,ULTRACEMCO,https://www.screener.in/company/ULTRACEMCO/consolidated/,337450.5,Construction Materials,Cement & Cement Products
Grasim Inds,GRASIM,https://www.screener.in/company/GRASIM/consolidated/,186514.08,Construction Materials,Cement & Cement Products
Ambuja Cements,AMBUJACEM,https://www.screener.in/company/AMBUJACEM/consolidated/,107313.52,Construction Materials,Cement & Cement Products
Shree Cement,SHREECEM,https://www.screener.in/company/SHREECEM/consolidated/,86661.59,Construction Materials,Cement & Cement Products
J K Cements,JKCEMENT,https://www.screener.in/company/JKCEMENT/consolidated/,42808.89,Construction Materials,Cement & Cement Products
ACC,ACC,https://www.screener.in/company/ACC/consolidated/,26153.86,Construction Materials,Cement & Cement Products
The Ramco Cement,RAMCOCEM,https://www.screener.in/company/RAMCOCEM/consolidated/,23194.1,Construction Materials,Cement & Cement Products
JSW Cement,JSWCEMENT,https://www.screener.in/company/JSWCEMENT/consolidated/,17197.47,Construction Materials,Cement & Cement Products
India Cements,INDIACEM,https://www.screener.in/company/INDIACEM/consolidated/,11721.88,Construction Materials,Cement & Cement Products
Nuvoco Vistas,NUVOCO,https://www.screener.in/company/NUVOCO/consolidated/,10939.8,Construction Materials,Cement & Cement Products
Star Cement,STARCEMENT,https://www.screener.in/company/STARCEMENT/consolidated/,8561.85,Construction Materials,Cement & Cement Products
JK Lakshmi Cem.,JKLAKSHMI,https://www.screener.in/company/JKLAKSHMI/consolidated/,7629.29,Construction Materials,Cement & Cement Products
Birla Corpn.,BIRLACORPN,https://www.screener.in/company/BIRLACORPN/consolidated/,7170.02,Construction Materials,Cement & Cement Products
Prism Johnson,PRSMJOHNSN,https://www.screener.in/company/PRSMJOHNSN/consolidated/,6251.58,Construction Materials,Cement & Cement Products
Midwest Gold,526570,https://www.screener.in/company/526570/consolidated/,5792.14,Construction Materials,Other Construction Materials
Adani Ports,ADANIPORTS,https://www.screener.in/company/ADANIPORTS/consolidated/,333371.82,Services,Port & Port services
JSW Infrast,JSWINFRA,https://www.screener.in/company/JSWINFRA/consolidated/,53921.85,Services,Port & Port services
Guj Pipavav Port,GPPL,https://www.screener.in/company/GPPL/,7244.99,Services,Port & Port services
Interglobe Aviat,INDIGO,https://www.screener.in/company/INDIGO/,171967.01,Services,Airline
GMR Airports,GMRAIRPORT,https://www.screener.in/company/GMRAIRPORT/consolidated/,99866.11,Services,Airport & Airport services
Container Corpn.,CONCOR,https://www.screener.in/company/CONCOR/consolidated/,36736.78,Services,Logistics Solution Provider
Delhivery,DELHIVERY,https://www.screener.in/company/DELHIVERY/consolidated/,35161.88,Services,Logistics Solution Provider
Transport Corp.,TCI,https://www.screener.in/company/TCI/consolidated/,7736.92,Services,Logistics Solution Provider
Shadowfax Technologies,SHADOWFAX,https://www.screener.in/company/SHADOWFAX/consolidated/,7221.24,Services,Logistics Solution Provider
National High,NHIT,https://www.screener.in/company/NHIT/consolidated/,31764.35,Services,"Road AssetsToll, Annuity, Hybrid-Annuity"
Cube Highways,CUBEINVIT,https://www.screener.in/company/CUBEINVIT/consolidated/,19737.66,Services,"Road AssetsToll, Annuity, Hybrid-Annuity"
Vertis Infra.,VERTIS,https://www.screener.in/company/VERTIS/consolidated/,16005.83,Services,"Road AssetsToll, Annuity, Hybrid-Annuity"
Maple Inf. Trust,543925,https://www.screener.in/company/543925/consolidated/,10022.49,Services,"Road AssetsToll, Annuity, Hybrid-Annuity"
RaajMarg Infra,RIIT,https://www.screener.in/company/RIIT/,6579.58,Services,"Road AssetsToll, Annuity, Hybrid-Annuity"
Indus Inf. Trust,INDUSINVIT,https://www.screener.in/company/INDUSINVIT/consolidated/,5517.83,Services,"Road AssetsToll, Annuity, Hybrid-Annuity"
GE Shipping Co,GESHIP,https://www.screener.in/company/GESHIP/consolidated/,19860.33,Services,Shipping
S C I,SCI,https://www.screener.in/company/SCI/consolidated/,11120.48,Services,Shipping
Shreeji Ship. Gl,SHREEJISPG,https://www.screener.in/company/SHREEJISPG/consolidated/,5674.41,Services,Shipping
Redington,REDINGTON,https://www.screener.in/company/REDINGTON/consolidated/,17051.29,Services,Trading & Distributors
MMTC,MMTC,https://www.screener.in/company/MMTC/consolidated/,8812.5,Services,Trading & Distributors
Firstsour.Solu.,FSL,https://www.screener.in/company/FSL/consolidated/,15497.19,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
eClerx Services,ECLERX,https://www.screener.in/company/ECLERX/consolidated/,14067.68,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
NESCO,NESCO,https://www.screener.in/company/NESCO/consolidated/,7926.09,Services,Diversified Commercial Services
Wework India,WEWORK,https://www.screener.in/company/WEWORK/,6570.23,Services,Diversified Commercial Services
NDR INVIT Trust,NDRINVIT,https://www.screener.in/company/NDRINVIT/consolidated/,5332.7,Services,Diversified Commercial Services
Bharat Electron,BEL,https://www.screener.in/company/BEL/consolidated/,321521.76,Capital Goods,Aerospace & Defense
Hind.Aeronautics,HAL,https://www.screener.in/company/HAL/consolidated/,269865.66,Capital Goods,Aerospace & Defense
Bharat Dynamics,BDL,https://www.screener.in/company/BDL/,48597.27,Capital Goods,Aerospace & Defense
Garden Reach Sh.,GRSE,https://www.screener.in/company/GRSE/,28885.02,Capital Goods,Aerospace & Defense
Data Pattern,DATAPATTNS,https://www.screener.in/company/DATAPATTNS/,18855.77,Capital Goods,Aerospace & Defense
Zen Technologies,ZENTEC,https://www.screener.in/company/ZENTEC/consolidated/,13850.95,Capital Goods,Aerospace & Defense
MTAR Technologie,MTARTECH,https://www.screener.in/company/MTARTECH/,12794.31,Capital Goods,Aerospace & Defense
Astra Microwave,ASTRAMICRO,https://www.screener.in/company/ASTRAMICRO/consolidated/,9614.2,Capital Goods,Aerospace & Defense
Aequs,AEQUS,https://www.screener.in/company/AEQUS/consolidated/,8373.95,Capital Goods,Aerospace & Defense
Apollo Micro Sys,APOLLO,https://www.screener.in/company/APOLLO/consolidated/,8311.76,Capital Goods,Aerospace & Defense
AXISCADES Tech.,AXISCADES,https://www.screener.in/company/AXISCADES/consolidated/,7290.82,Capital Goods,Aerospace & Defense
Mishra Dhatu Nig,MIDHANI,https://www.screener.in/company/MIDHANI/,6013.62,Capital Goods,Aerospace & Defense
Paras Defence,PARAS,https://www.screener.in/company/PARAS/consolidated/,5437.6,Capital Goods,Aerospace & Defense
